"County, State",Type,Value
"Taos, NM",Crime,184.65264109999998
"Mecklenburg, VA",Crime,184.560555
"Valdez-Cordova Census Area, AK",Crime,184.36955849999998
"Henry, GA",Crime,184.248418
"Cameron, PA",Crime,184.1997544
"Lee, NC",Crime,184.1834534
"Cherokee, IA",Crime,184.1774801
"Lincoln, CO",Crime,184.16206259999998
"Perquimans, NC",Crime,183.810014
"Stafford, KS",Crime,183.5283322
"Adams, NE",Crime,183.4862385
"Lampasas, TX",Crime,182.9690436
"Bee, TX",Crime,182.93240649999998
"Routt, CO",Crime,182.8775571
"Scott, AR",Crime,182.64840180000002
"Carroll, MD",Crime,182.61679119999997
"Beauregard, LA",Crime,182.48679740000003
"Whiteside, IL",Crime,182.4278541
"Ward, ND",Crime,182.3797617
"Sevier, UT",Crime,182.2367159
"Fairbanks North Star, AK",Crime,182.20558369999998
"Alpena, MI",Crime,182.18693069999998
"La Plata, CO",Crime,182.04339009999998
"Nassau, NY",Crime,182.0069726
"Union, IL",Crime,181.99397150000001
"Lake, OH",Crime,181.8521951
"Otero, CO",Crime,181.7890178
"Jefferson, NY",Crime,181.58388
"Lycoming, PA",Crime,181.5783613
"Mountrail, ND",Crime,181.31399319999997
"Walworth, SD",Crime,181.02824040000002
"Marshall, IL",Crime,181.0252613
"Mohave, AZ",Crime,180.7614638
"Menominee, MI",Crime,180.74061619999998
"Upson, GA",Crime,180.6820748
"Hamilton, TX",Crime,180.5054152
"Phillips, KS",Crime,180.5054152
"Clay, TN",Crime,180.0874711
"Morgan, GA",Crime,179.96738090000005
"Stanly, NC",Crime,179.7641626
"Rogers, OK",Crime,179.68644719999998
"Teton, WY",Crime,179.62996230000005
"Johnston, NC",Crime,179.2467143
"Burke, NC",Crime,179.2034906
"Macoupin, IL",Crime,179.18088740000005
"Cayuga, NY",Crime,178.66804230000002
"Kimble, TX",Crime,178.5315778
"Sevier, AR",Crime,178.50973169999997
"Mcintosh, GA",Crime,178.4821875
"Alamosa, CO",Crime,178.4285978
"Gage, NE",Crime,178.37541159999995
"Webster, MO",Crime,178.2482312
"Douglas, MO",Crime,177.5804661
"Barbour, AL",Crime,177.2787709
"Henrico, VA",Crime,177.0183704
"Unicoi, TN",Crime,176.9715739
"Montrose, CO",Crime,176.8476899
"Shelby, AL",Crime,176.8047801
"Monmouth, NJ",Crime,176.59988059999995
"Staunton City, VA",Crime,176.5913758
"Rutland, VT",Crime,176.5035796
"Cass, IA",Crime,176.4965436
"Delaware, OK",Crime,176.42651709999996
"La Salle, TX",Crime,176.41471030000002
"Neshoba, MS",Crime,176.22936930000003
"Henderson, NC",Crime,176.1913456
"Comanche, TX",Crime,176.1726492
"Taliaferro, GA",Crime,176.1597181
"Montgomery, KY",Crime,176.14032509999996
"Fulton, IL",Crime,176.0854014
"Davie, NC",Crime,175.67502530000004
"Fayette, IA",Crime,175.5926251
"Coleman, TX",Crime,175.5823481
"Dallas, MO",Crime,175.38554580000005
"Audrain, MO",Crime,175.3633919
"Washington, MO",Crime,174.7973939
"Noble, OK",Crime,174.7335314
"Grand Traverse, MI",Crime,174.4696456
"Kosciusko, IN",Crime,174.4417224
"Eaton, MI",Crime,174.43792230000003
"Hopkins, TX",Crime,174.3286939
"Palo Alto, IA",Crime,174.1970604
"Guernsey, OH",Crime,174.0841659
"Wheeler, TX",Crime,173.882803
"Millard, UT",Crime,173.748223
"Oneida, WI",Crime,173.7229959
"Columbia, WA",Crime,173.61111110000004
"Christian, MO",Crime,173.05529119999997
"Bulloch, GA",Crime,172.71884740000004
"Iowa, WI",Crime,172.638848
"Towner, ND",Crime,172.63703059999997
"Hall, GA",Crime,172.57450269999995
"Wise, VA",Crime,172.4605189
"Fayette, IL",Crime,172.25747959999995
"Jersey, IL",Crime,172.2538757
"Kandiyohi, MN",Crime,172.1292148
"Deaf Smith, TX",Crime,172.08113889999996
"Montgomery, PA",Crime,171.7185146
"White, IN",Crime,171.66680290000005
"Ottawa, MI",Crime,171.6165324
"Caldwell, KY",Crime,171.56671609999995
"Eagle, CO",Crime,171.5592833
"Washita, OK",Crime,171.2622024
"Burnet, TX",Crime,171.1430071
"Newport, RI",Crime,171.1227351
"Huntingdon, PA",Crime,170.7007485
"Charlotte, VA",Crime,170.6623324
"Harper, KS",Crime,170.6484642
"Monroe, WV",Crime,170.58518130000004
"Costilla, CO",Crime,170.5514497
"La Crosse, WI",Crime,170.5037142
"Montgomery, TX",Crime,170.4942731
"Stutsman, ND",Crime,170.4545455
"Beaver, UT",Crime,170.30500080000004
"Emmet, IA",Crime,170.0680272
"Brown, KS",Crime,170.05101530000005
"Sheboygan, WI",Crime,169.6803049
"Prairie, MT",Crime,169.6352841
"Halifax, VA",Crime,169.4867377
"Martin, TX",Crime,169.4277108
"Carter, TN",Crime,169.1722767
"Perry, IL",Crime,169.05012109999996
"Daviess, KY",Crime,169.01179009999996
"Boulder, CO",Crime,169.0060894
"Lincoln, MO",Crime,168.956554
"Olmsted, MN",Crime,168.8713763
"Columbia, NY",Crime,168.6936684
"Lavaca, TX",Crime,168.5307186
"Washington, UT",Crime,168.47090659999995
"Randolph, MO",Crime,168.40417
"Bartholomew, IN",Crime,168.36920600000005
"Kennebec, ME",Crime,168.3668416
"Kenai Peninsula, AK",Crime,167.9878209
"Tazewell, VA",Crime,167.7890393
"Pocahontas, IA",Crime,167.73832819999996
"Stanley, SD",Crime,167.72895
"Will, IL",Crime,167.6847351
"Phillips, MT",Crime,167.5041876
"Virginia Beach City, VA",Crime,167.4548864
"Duchesne, UT",Crime,167.4217057
"Forrest, MS",Crime,167.40419680000005
"Grainger, TN",Crime,167.3861334
"Oscoda, MI",Crime,167.08437759999995
"Orange, IN",Crime,166.8942497
"Medina, TX",Crime,166.67018290000001
"Stark, ND",Crime,166.59577480000004
"Middlesex, NJ",Crime,166.36124880000003
"Baylor, TX",Crime,166.0210293
"Lancaster, PA",Crime,165.9743202
"Tuscola, MI",Crime,165.85887250000005
"Karnes, TX",Crime,165.7715006
"Boyd, KY",Crime,165.6916091
"Plaquemines, LA",Crime,165.6050955
"Randolph, NC",Crime,165.5245937
"Coweta, GA",Crime,165.1899685
"Atchison, MO",Crime,165.1679207
"Northampton, VA",Crime,164.9484536
"Nottoway, VA",Crime,164.8386483
"Lyon, MN",Crime,164.7898929
"Perry, PA",Crime,164.6108599
"Alexandria City, VA",Crime,164.5488005
"Laporte, IN",Crime,164.44855819999995
"Carroll, MO",Crime,164.34754030000005
"Mcclain, OK",Crime,164.3340363
"Lake, CO",Crime,164.2485628
"Acadia, LA",Crime,163.97659309999997
"Marquette, MI",Crime,163.9586411
"Seneca, NY",Crime,163.8001638
"Madison, KY",Crime,163.57051059999995
"Franklin, GA",Crime,163.5694489
"Langlade, WI",Crime,163.4738186
"Jessamine, KY",Crime,163.4345166
"Fremont, WY",Crime,163.422606
"Miller, MO",Crime,163.39869280000005
"Chattooga, GA",Crime,163.0996897
"Texas, OK",Crime,163.03609440000002
"Kane, IL",Crime,162.89724109999997
"Bryan, GA",Crime,162.8615375
"Appling, GA",Crime,162.68980480000005
"Oswego, NY",Crime,162.5882062
"Montgomery, IN",Crime,162.4014459
"Mcdowell, NC",Crime,162.3629368
"Chester, PA",Crime,162.32619119999995
"Johnson, WY",Crime,162.26240149999995
"Searcy, AR",Crime,162.03415180000005
"Dubuque, IA",Crime,161.9695497
"Shelby, MO",Crime,161.8908855
"Gem, ID",Crime,161.8122977
"Okfuskee, OK",Crime,161.5900461
"Denton, TX",Crime,161.49857509999995
"Atascosa, TX",Crime,161.3827957
"Outagamie, WI",Crime,161.3573983
"Oktibbeha, MS",Crime,161.0831311
"Buchanan, VA",Crime,161.03742
"Jasper, IA",Crime,161.0218062
"Baraga, MI",Crime,161.0120759
"Beckham, OK",Crime,160.76490249999995
"Daviess, IN",Crime,160.4591601
"Nassau, FL",Crime,159.8203672
"Crow Wing, MN",Crime,159.7899
"Caldwell, NC",Crime,159.7755824
"Eau Claire, WI",Crime,159.7034642
"Delaware, IA",Crime,159.6897456
"Roanoke, VA",Crime,159.3173945
"Fairfield, OH",Crime,159.20250959999996
"Ritchie, WV",Crime,158.8404646
"Summit, UT",Crime,158.49919450000004
"Gloucester, NJ",Crime,158.4758755
"Lapeer, MI",Crime,158.39075
"Dade, MO",Crime,158.3531275
"Jackson, IA",Crime,158.2682391
"Piatt, IL",Crime,158.2182194
"Ontonagon, MI",Crime,158.1777918
"Steuben, NY",Crime,158.13482009999996
"Buckingham, VA",Crime,157.5630252
"Alger, MI",Crime,157.52993069999997
"Valley, MT",Crime,157.2739187
"Washington, OR",Crime,157.11824950000005
"Chippewa, MN",Crime,157.1156868
"Borden, TX",Crime,156.9858713
"Ferry, WA",Crime,156.94480769999996
"Lincoln, WI",Crime,156.88188540000004
"Chelan, WA",Crime,156.826693
"Madison, GA",Crime,156.8236091
"Foard, TX",Crime,156.61707130000005
"Bleckley, GA",Crime,156.60480780000003
"Mifflin, PA",Crime,156.5985928
"Long, GA",Crime,156.400385
"Iron, MI",Crime,156.30427230000004
"Fayette, OH",Crime,156.25
"Trinity, CA",Crime,156.1570494
"Liberty, FL",Crime,155.70727030000003
"Barry, MI",Crime,155.6762611
"Greenwood, KS",Crime,155.66625159999995
"Bolivar, MS",Crime,155.65802230000003
"Chatham, NC",Crime,155.6490115
"Westmoreland, PA",Crime,155.6132514
"Fisher, TX",Crime,155.60165980000005
"Bennington, VT",Crime,155.4870564
"West Feliciana, LA",Crime,155.4001554
"Pitkin, CO",Crime,155.3599171
"Nez Perce, ID",Crime,155.3300764
"Rutherford, NC",Crime,155.3258857
"Rockland, NY",Crime,155.1870815
"Arenac, MI",Crime,154.9686834
"Talbot, GA",Crime,154.8946716
"Meagher, MT",Crime,154.8786784
"Summers, WV",Crime,154.8330015
"Genesee, NY",Crime,154.74148080000003
"Ulster, NY",Crime,154.69784199999995
"Johnston, OK",Crime,154.6860783
"Prowers, CO",Crime,154.5846554
"Rawlins, KS",Crime,154.4998069
"Hall, TX",Crime,154.3686323
"Haines, AK",Crime,154.3209877
"Grady, GA",Crime,154.2843579
"Antrim, MI",Crime,154.04364569999996
"Dixon, NE",Crime,153.8198599
"Monona, IA",Crime,153.49194169999996
"Hardin, TX",Crime,153.38253600000004
"Twiggs, GA",Crime,153.28381090000005
"Clarion, PA",Crime,153.2371345
"Houston, TX",Crime,152.76504740000001
"Delta, TX",Crime,152.7300496
"Rio Grande, CO",Crime,152.50360080000004
"Oceana, MI",Crime,152.40998290000005
"Moniteau, MO",Crime,152.40030480000001
"Bertie, NC",Crime,152.37907980000003
"Santa Rosa, FL",Crime,152.08322990000005
"Limestone, AL",Crime,151.9500253
"Orange, NC",Crime,151.76128590000005
"Currituck, NC",Crime,151.6642072
"Spink, SD",Crime,151.2859304
"Sullivan, NH",Crime,151.2190583
"Lake, IL",Crime,151.0627736
"Union, IA",Crime,150.9973774
"Desoto, MS",Crime,150.9747979
"Burlington, NJ",Crime,150.83023169999996
"Lincoln, ID",Crime,150.5174036
"Montgomery, MO",Crime,150.43877980000005
"Paulding, GA",Crime,150.3912896
"Mcleod, MN",Crime,150.34244669999995
"Kerr, TX",Crime,150.14113269999999
"Jay, IN",Crime,150.02344119999995
"Marshall, KS",Crime,149.970006
"Latah, ID",Crime,149.692736
"Jackson, KS",Crime,149.6333982
"Johnson, KS",Crime,149.2239824
"Orleans, NY",Crime,149.1653842
"Simpson, MS",Crime,149.0909091
"Jackson, GA",Crime,149.0727999
"Grant, IN",Crime,149.00326940000005
"Southampton, VA",Crime,148.940865
"Judith Basin, MT",Crime,148.80952380000005
"Mcpherson, KS",Crime,148.80449119999997
"Pennington, MN",Crime,148.74628130000005
"Culpeper, VA",Crime,148.43524509999997
"Concho, TX",Crime,148.40465
"Shelby, OH",Crime,148.3981135
"Union, OR",Crime,148.13659750000005
"Bingham, ID",Crime,147.93552659999997
"Dickinson, KS",Crime,147.8912744
"Brazoria, TX",Crime,147.7704229
"Todd, MN",Crime,147.64990569999995
"Gasconade, MO",Crime,147.6410979
"Collin, TX",Crime,147.640674
"Marion, IA",Crime,147.3595573
"Pend Oreille, WA",Crime,147.33250619999995
"Young, TX",Crime,147.21116619999995
"Iowa, IA",Crime,146.96876909999997
"Grant, WI",Crime,146.8601304
"Prince William, VA",Crime,146.8375211
"Perry, MO",Crime,146.8120805
"Jefferson, PA",Crime,146.77756530000005
"Chittenden, VT",Crime,146.69466819999997
"Washburn, WI",Crime,146.627566
"Brunswick, NC",Crime,146.5728831
"Jackson, CO",Crime,146.5201465
"Columbia, WI",Crime,146.505922
"Fulton, AR",Crime,146.2938882
"Wise, TX",Crime,146.04768700000002
"Bradford, PA",Crime,146.02991210000005
"Columbia, OR",Crime,145.9143969
"Transylvania, NC",Crime,145.8833541
"Greer, OK",Crime,145.8434614
"Gibson, IN",Crime,145.7812686
"Cassia, ID",Crime,145.7288586
"Charlevoix, MI",Crime,145.4322783
"Smyth, VA",Crime,145.3304688
"Madison, TX",Crime,145.1273492
"Logan, KY",Crime,145.11087959999998
"Colfax, NM",Crime,145.10462809999999
"Grundy, MO",Crime,144.85755669999998
"Sabine, TX",Crime,144.7736705
"Mason, KY",Crime,144.69267280000003
"Dallas, IA",Crime,144.69259519999997
"Monroe, GA",Crime,144.5300919
"San Juan, CO",Crime,144.5086705
"Caledonia, VT",Crime,144.4298232
"Hot Springs, WY",Crime,144.4192284
"Jefferson Davis, LA",Crime,143.7653749
"Erath, TX",Crime,143.7288819
"York, ME",Crime,143.4079957
"Umatilla, OR",Crime,143.37851930000005
"Choctaw, MS",Crime,143.35204869999995
"Williamson, TX",Crime,143.0955343
"Greensville, VA",Crime,143.025408
"Ellis, TX",Crime,142.9707134
"Potter, PA",Crime,142.8816369
"Morgan, WV",Crime,142.87347130000003
"Story, IA",Crime,142.84786699999995
"Jo Daviess, IL",Crime,142.8125139
"Benton, MN",Crime,142.8061407
"Lemhi, ID",Crime,142.63485480000003
"Stafford, VA",Crime,142.5563646
"Power, ID",Crime,142.5055059
"Pontotoc, MS",Crime,142.4086481
"Island, WA",Crime,142.130176
"Goodhue, MN",Crime,142.0454545
"Sumter, FL",Crime,141.9817666
"Saline, MO",Crime,141.9232754
"Wabaunsee, KS",Crime,141.82385480000005
"Louisa, IA",Crime,141.8188264
"Rock, NE",Crime,141.74344440000004
"Hopkins, KY",Crime,141.5276408
"Wasco, OR",Crime,141.3039212
"Androscoggin, ME",Crime,141.25868930000001
"Morrow, OR",Crime,141.1432604
"Johnson, MO",Crime,141.097999
"Suffolk, NY",Crime,141.09131059999999
"Fulton, KY",Crime,140.9553641
"Habersham, GA",Crime,140.8775982
"Chautauqua, KS",Crime,140.7657658
"Charles Mix, SD",Crime,140.6774159
"Stephens, TX",Crime,140.586136
"Gratiot, MI",Crime,140.58330159999997
"Bailey, TX",Crime,140.56789430000003
"Kiowa, CO",Crime,140.54813769999998
"Harrison, KY",Crime,140.4039313
"Franklin, PA",Crime,140.05325969999998
"Clearwater, ID",Crime,139.9090591
"Orleans, VT",Crime,139.8652876
"Bell, KY",Crime,139.8601399
"Boone, KY",Crime,139.8241751
"Burleson, TX",Crime,139.7868251
"Aitkin, MN",Crime,139.75352560000002
"Scioto, OH",Crime,139.4700139
"St. John The Baptist, LA",Crime,139.39352390000002
"Sauk, WI",Crime,139.3242773
"Towns, GA",Crime,139.2628354
"Latimer, OK",Crime,139.21113689999999
"Lee, VA",Crime,138.9716101
"Graves, KY",Crime,138.8480948
"Woodford, KY",Crime,138.47675569999998
"Wayne, NY",Crime,138.41878169999998
"Archer, TX",Crime,138.2329225
"St. Charles, MO",Crime,138.1544599
"Bureau, IL",Crime,138.0079868
"Anoka, MN",Crime,137.83597519999998
"Val Verde, TX",Crime,137.7948707
"Hardin, IA",Crime,137.6067886
"Ontario, NY",Crime,137.4847621
"Isle Of Wight, VA",Crime,137.4242764
"Allegany, NY",Crime,137.1884679
"Cheshire, NH",Crime,137.0578253
"Lorain, OH",Crime,137.0419414
"Delaware, NY",Crime,136.9804375
"Benton, IN",Crime,136.8769248
"Clark, KS",Crime,136.79890559999998
"Cass, MI",Crime,136.7751878
"Greene, NC",Crime,136.5862849
"Idaho, ID",Crime,136.5103003
"Manitowoc, WI",Crime,136.3850522
"Coal, OK",Crime,136.3558889
"Red River, TX",Crime,136.3271852
"Hale, AL",Crime,136.3105284
"Calhoun, FL",Crime,136.2212233
"Bollinger, MO",Crime,136.1088871
"Reeves, TX",Crime,136.0544218
"Charlton, GA",Crime,135.79781210000002
"Baca, CO",Crime,135.7957632
"Arlington, VA",Crime,135.6122113
"Darke, OH",Crime,135.558271
"Avery, NC",Crime,135.4937052
"Rice, MN",Crime,135.2826331
"Clay, MN",Crime,135.1774616
"Douglas, OR",Crime,134.65494669999998
"Pike, IN",Crime,134.0376882
"Goliad, TX",Crime,133.9584729
"Walthall, MS",Crime,133.949501
"Dunn, WI",Crime,133.72013959999998
"Roger Mills, OK",Crime,133.5826877
"Washington, ME",Crime,133.5818577
"Lamar, AL",Crime,133.4644563
"Love, OK",Crime,133.4428249
"Ohio, KY",Crime,133.4000334
"Montague, TX",Crime,133.3128237
"Sitka City And, AK",Crime,133.037694
"Otsego, NY",Crime,132.9377624
"Trigg, KY",Crime,132.93220459999998
"Cumberland, ME",Crime,132.7700241
"Knox, TX",Crime,132.73161670000002
"Ionia, MI",Crime,132.66118329999998
"Carlton, MN",Crime,132.5437112
"Lawrence, SD",Crime,132.4769169
"Alcona, MI",Crime,132.3501607
"Itawamba, MS",Crime,132.28642140000002
"Vermillion, IN",Crime,132.2584708
"Rio Blanco, CO",Crime,132.2168356
"Mcculloch, TX",Crime,132.0528211
"Trinity, TX",Crime,132.0086153
"Sanders, MT",Crime,132.00739240000001
"Somerset, PA",Crime,131.9916362
"Rusk, WI",Crime,131.9902744
"Lincoln, NC",Crime,131.6779533
"Williamsburg City, VA",Crime,131.52702879999998
"Chippewa, WI",Crime,131.4705696
"Holt, MO",Crime,131.3485114
"Osborne, KS",Crime,130.9586171
"Cortland, NY",Crime,130.6762496
"Griggs, ND",Crime,130.66202090000002
"Clinton, MI",Crime,130.3118362
"Clark, MO",Crime,130.2460203
"Manassas Park City, VA",Crime,130.0390117
"Watauga, NC",Crime,129.8403727
"Ramsey, ND",Crime,129.8251688
"Washington, VT",Crime,129.8066387
"Lee, AR",Crime,129.80529209999997
"Moffat, CO",Crime,129.74128059999998
"Williamson, TN",Crime,129.7127717
"Merrimack, NH",Crime,129.38460600000002
"Highland, OH",Crime,129.333241
"Lawrence, AR",Crime,129.3280818
"Nelson, ND",Crime,129.2407108
"Tucker, WV",Crime,129.16188290000002
"Summit, CO",Crime,129.1493595
"Calumet, WI",Crime,128.98804850000002
"Shelby, KY",Crime,128.9126108
"Pondera, MT",Crime,128.8037353
"Campbell, WY",Crime,128.6947858
"Hood, TX",Crime,128.53227479999998
"Dawson, NE",Crime,128.0621308
"Venango, PA",Crime,127.99821920000001
"Nemaha, KS",Crime,127.9401634
"Franklin, ME",Crime,127.88981799999999
"Huntington, IN",Crime,127.7486342
"Susquehanna, PA",Crime,127.7018399
"Lewis, WV",Crime,127.6440554
"Wallace, KS",Crime,127.46972590000001
"Calloway, KY",Crime,127.46634089999999
"Frio, TX",Crime,127.31801829999999
"Columbia, PA",Crime,127.2512239
"Prince Edward, VA",Crime,127.18182620000002
"Calvert, MD",Crime,127.0942929
"San Juan, UT",Crime,126.8950778
"Howard, MO",Crime,126.7427123
"Emmet, MI",Crime,126.7350634
"Clinton, IL",Crime,126.6256892
"Wheeler, GA",Crime,126.43823490000001
"Yamhill, OR",Crime,126.0858774
"Ida, IA",Crime,126.0327685
"Chesterfield, VA",Crime,126.0126013
"Page, VA",Crime,125.9392973
"Somerset, ME",Crime,125.71074920000001
"Decatur, IN",Crime,125.5851125
"Bayfield, WI",Crime,125.3628926
"Big Horn, WY",Crime,125.0625313
"Randolph, GA",Crime,125.05210500000001
"Las Animas, CO",Crime,124.6019659
"Iberia, LA",Crime,124.52962990000002
"Huron, MI",Crime,124.1310824
"Irion, TX",Crime,124.06947890000001
"Sullivan, MO",Crime,124.06947890000001
"Park, CO",Crime,124.0617828
"Dewey, OK",Crime,123.86457469999999
"York, VA",Crime,123.73809779999999
"Pike, PA",Crime,123.6945804
"Kent, RI",Crime,123.61014329999999
"Jackson, TX",Crime,123.36371740000001
"Kendall, IL",Crime,123.16921940000002
"Wood, TX",Crime,122.9140075
"Caroline, VA",Crime,122.8752816
"Fulton, PA",Crime,122.6993865
"Clinton, PA",Crime,122.6410372
"Christian, IL",Crime,122.4561199
"Henry, IL",Crime,122.3425592
"Yoakum, TX",Crime,122.18963829999998
"Garfield, CO",Crime,122.15978500000001
"Marshall, KY",Crime,122.1589996
"Washington, NY",Crime,122.0420649
"Wilkin, MN",Crime,122.00701540000001
"Morris, KS",Crime,121.9299774
"Jefferson, WI",Crime,121.8805098
"Marathon, WI",Crime,121.84675370000001
"Tyrrell, NC",Crime,121.6841081
"Montgomery, VA",Crime,121.6127725
"Grafton, NH",Crime,121.61242460000001
"Midland, MI",Crime,121.5457763
"Essex, NY",Crime,121.2527733
"Livingston, MO",Crime,121.0409522
"Louisa, VA",Crime,120.7836206
"Wyoming, NY",Crime,120.3919963
"Nodaway, MO",Crime,120.3731568
"Lincoln, ME",Crime,120.2769303
"Wayne, PA",Crime,120.27624740000002
"Whitley, KY",Crime,120.2259129
"Washington, VA",Crime,120.20325279999999
"Ballard, KY",Crime,120.0192031
"Evans, GA",Crime,120.0036924
"Ellis, OK",Crime,119.9040767
"Patrick, VA",Crime,119.77351920000001
"Alfalfa, OK",Crime,119.71951429999999
"Baxter, AR",Crime,119.63766880000001
"Sublette, WY",Crime,119.51000900000001
"Dakota, NE",Crime,119.3488328
"Worth, IA",Crime,119.3475666
"Hood River, OR",Crime,119.0738699
"Grant, WV",Crime,119.05774299999999
"Clay, WV",Crime,118.99610559999999
"Pulaski, KY",Crime,118.9228097
"Clarke, VA",Crime,118.48341229999998
"Callahan, TX",Crime,118.2994455
"Minidoka, ID",Crime,118.2732111
"Niobrara, WY",Crime,118.0637544
