Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Number of Completed Surveys,Start Date,End Date,Location,Nurse Communication,Doctor Communication,Staff Responsiveness,Communication About Medicines,Discharge Information,Care Transition,Cleanliness,Quietness,Overall Hospital Rating,Recommend Hospital,Payment for heart attack patients,Payment for heart failure patients,Payment for pneumonia patients,Payment for hip/knee replacement patients,Value of care for heart attack patients,Value of care for heart failure patients,Value of care for pneumonia patients,Value of care for hip/knee replacement patients
100316.0,Palm Bay Hospital,"1425 MALABAR RD, NE",Palm Bay,FL,32907,Brevard,(321) 434-8000,736,01/01/2018,12/31/2018,"1425 MALABAR RD, NE PALM BAY, FL 32907 (27.99833, -80.61208)",93.0,91.0,86.0,82.0,87.0,83.0,94.0,86.0,91.0,91.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Average Payment
100319.0,Adventhealth Wesley Chapel,2600 BRUCE B DOWNS BLVD,Wesley Chapel,FL,33544,Pasco,(813) 929-5490,1534,01/01/2018,12/31/2018,"2600 BRUCE B DOWNS BLVD WESLEY CHAPEL, FL 33544 (28.193718, -82.353402)",93.0,92.0,89.0,80.0,88.0,83.0,93.0,89.0,92.0,93.0,No Different Than the National Average Payment,Greater Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Higher Payment,Average Mortality and Average Payment,Average Complications and Lower Payment
100320.0,Poinciana Medical Center,325 CYPRESS PKWY,Kissimmee,FL,34758,Osceola,(407) 530-2000,531,01/01/2018,12/31/2018,"325 CYPRESS PKWY KISSIMMEE, FL 34758 (28.142723, -81.472985)",88.0,88.0,82.0,74.0,79.0,78.0,88.0,84.0,85.0,84.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Number of Cases Too Small,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Not Available
100321.0,Ascension St Vincent'S Clay County,1670 ST VINCENTS WAY,Middleburg,FL,32068,Clay,(904) 602-1000,824,01/01/2018,12/31/2018,"1670 ST VINCENTS WAY MIDDLEBURG, FL 32068 (30.111135, -81.831298)",91.0,90.0,83.0,79.0,88.0,83.0,91.0,84.0,89.0,91.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Average Payment
100322.0,Regional General Hospital Williston,125 SW 7TH ST,Williston,FL,32696,Levy,(352) 528-2801,118,01/01/2018,12/31/2018,"125 SW 7TH ST WILLISTON, FL 32696 (29.384354, -82.455793)",64.0,63.0,72.0,67.0,93.0,67.0,60.0,58.0,74.0,67.0,Not Available,Number of Cases Too Small,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Available
100329.0,Oviedo Medical Center,8300 RED BUG LAKE RD,Oviedo,FL,32765,Seminole,(407) 890-2100,378,01/01/2018,12/31/2018,"8300 RED BUG LAKE RD OVIEDO, FL 32765 (28.65604, -81.227973)",90.0,90.0,85.0,79.0,84.0,82.0,89.0,85.0,87.0,86.0,Number of Cases Too Small,Greater Than the National Average Payment,No Different Than the National Average Payment,Number of Cases Too Small,Not Available,Average Mortality and Higher Payment,Average Mortality and Average Payment,Not Available
101300.0,Adventhealth Wauchula,735 S 5TH AVE,Wauchula,FL,33873,Hardee,(863) 773-0216,213,01/01/2018,12/31/2018,"735 S 5TH AVE WAUCHULA, FL 33873",93.0,87.0,87.0,84.0,93.0,85.0,95.0,91.0,92.0,94.0,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Not Available
101301.0,Shands Live Oak Regional Medical Center,1100 SW 11TH ST,Live Oak,FL,32060,Suwannee,(904) 362-1413,133,01/01/2018,12/31/2018,"1100 SW 11TH ST LIVE OAK, FL 32060",91.0,87.0,82.0,78.0,92.0,78.0,86.0,78.0,83.0,80.0,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Not Available
101303.0,Lake Butler Hospital,850 E MAIN ST,Lake Butler,FL,32054,Union,(386) 496-2323,Not Available,01/01/2018,12/31/2018,"850 E MAIN ST LAKE BUTLER, FL 32054 (30.023603, -82.327433)",,,,,,,,,,,Not Available,Not Available,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Available
101304.0,Calhoun-Liberty Hospital,20370 NE BURNS AVE,Blountstown,FL,32424,Calhoun,(850) 674-3493,Not Available,01/01/2018,12/31/2018,"20370 NE BURNS AVE BLOUNTSTOWN, FL 32424 (30.458128, -85.049587)",,,,,,,,,,,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Not Available
101305.0,George E Weems Memorial Hospital,135 AVE G,Apalachicola,FL,32320,Franklin,(850) 653-8853,Not Available,01/01/2018,12/31/2018,"135 AVE G APALACHICOLA, FL 32320 (29.724484, -84.991275)",,,,,,,,,,,Not Available,Number of Cases Too Small,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Available
101307.0,Doctors Memorial Hospital,2600 HOSPITAL DR,Bonifay,FL,32425,Holmes,(850) 547-1120,Not Available,01/01/2018,12/31/2018,"2600 HOSPITAL DR BONIFAY, FL 32425 (30.76059, -85.682474)",,,,,,,,,,,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Not Available
101308.0,Northwest Florida Community Hospital,1360 BRICKYARD RD,Chipley,FL,32428,Washington,(850) 638-1610,63,01/01/2018,12/31/2018,"1360 BRICKYARD RD CHIPLEY, FL 32428 (30.76457, -85.542643)",,,,,,,,,,,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Not Available
101309.0,Hendry Regional Medical Center,524 W SAGAMORE AVE,Clewiston,FL,33440,Hendry,(863) 902-3033,48,01/01/2018,12/31/2018,"524 W SAGAMORE AVE CLEWISTON, FL 33440 (26.753239, -80.942276)",,,,,,,,,,,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Not Available
101310.0,Shands Starke Regional Medical Center,922 E CALL ST,Starke,FL,32091,Bradford,(904) 368-2300,160,01/01/2018,12/31/2018,"922 E CALL ST STARKE, FL 32091 (29.941907, -82.10165)",89.0,88.0,78.0,80.0,84.0,82.0,91.0,85.0,84.0,83.0,Number of Cases Too Small,No Different Than the National Average Payment,Less Than the National Average Payment,Number of Cases Too Small,Not Available,Average Mortality and Average Payment,Average Mortality and Lower Payment,Not Available
101311.0,Madison County Memorial Hospital,224 NW CRANE AVE,Madison,FL,32340,Madison,(850) 973-2271,44,01/01/2018,12/31/2018,"224 NW CRANE AVE MADISON, FL 32340 (30.471413, -83.419898)",,,,,,,,,,,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Not Available
101312.0,Fishermen'S Community Hospital,3301 OVERSEAS HWY,Marathon,FL,33050,Monroe,(305) 743-5533,Not Available,01/01/2018,12/31/2018,"3301 OVERSEAS HWY MARATHON, FL 33050 (24.71113, -81.09472)",,,,,,,,,,,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available
101313.0,Mariners Hospital,91500 OVERSEAS HIGHWAY,Tavernier,FL,33070,Monroe,(305) 434-3000,111,01/01/2018,12/31/2018,"91500 OVERSEAS HIGHWAY TAVERNIER, FL 33070 (25.005408, -80.521301)",98.0,99.0,96.0,92.0,94.0,91.0,93.0,90.0,97.0,96.0,Number of Cases Too Small,No Different Than the National Average Payment,Less Than the National Average Payment,Number of Cases Too Small,Not Available,Average Mortality and Average Payment,Average Mortality and Lower Payment,Not Available
103300.0,Johns Hopkins All Children'S Hospital,501 SIXTH AVENUE SOUTH,Saint Petersburg,FL,33701,Pinellas,(813) 898-7451,Not Available,01/01/2018,12/31/2018,"501 SIXTH AVENUE SOUTH SAINT PETERSBURG, FL 33701 (27.764249, -82.641012)",,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
103301.0,Nicklaus Children'S Hospital,3100 SW 62ND AVE,Miami,FL,33155,Miami-Dade,(305) 666-6511,Not Available,01/01/2018,12/31/2018,"3100 SW 62ND AVE MIAMI, FL 33155 (25.742578, -80.295178)",,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
103303.0,Shriners Hospitals For Children-Tampa,12502 USF PINE DR,Tampa,FL,33612,Hillsborough,(813) 972-2250,Not Available,01/01/2018,12/31/2018,"12502 USF PINE DR TAMPA, FL 33612 (28.060371, -82.422968)",,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
103304.0,Nemours Children'S Hospital,13535 NEMOURS PKWY,Orlando,FL,32827,Orange,(407) 567-4000,Not Available,01/01/2018,12/31/2018,"13535 NEMOURS PKWY ORLANDO, FL 32827 (28.374908, -81.276694)",,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
110001.0,Hamilton Medical Center,1200 MEMORIAL DRIVE,Dalton,GA,30720,Whitfield,(706) 272-6105,634,01/01/2018,12/31/2018,"1200 MEMORIAL DRIVE DALTON, GA 30720 (34.788884, -84.983657)",91.0,90.0,85.0,78.0,84.0,81.0,83.0,84.0,86.0,84.0,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Complications and Average Payment
110002.0,Upson Regional Medical Center,801 W GORDON STREET,Thomaston,GA,30286,Upson,(706) 647-8111,409,01/01/2018,12/31/2018,"801 W GORDON STREET THOMASTON, GA 30286 (32.887252, -84.336109)",91.0,93.0,84.0,83.0,87.0,82.0,90.0,85.0,89.0,89.0,No Different Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Number of Cases Too Small,Average Mortality and Average Payment,Average Mortality and Lower Payment,Worse Mortality and Lower Payment,Not Available
110003.0,Memorial Satilla Health,1900 TEBEAU STREET,Waycross,GA,31501,Ware,(912) 287-2500,858,01/01/2018,12/31/2018,"1900 TEBEAU STREET WAYCROSS, GA 31501 (31.226007, -82.349239)",90.0,92.0,85.0,79.0,86.0,80.0,85.0,85.0,85.0,81.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Greater Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Higher Payment
110005.0,Northside Hospital Forsyth,1200 NORTHSIDE FORSYTH DRIVE,Cumming,GA,30041,Forsyth,(770) 844-3200,2338,01/01/2018,12/31/2018,"1200 NORTHSIDE FORSYTH DRIVE CUMMING, GA 30041 (34.178588, -84.139246)",93.0,91.0,86.0,79.0,87.0,83.0,90.0,86.0,92.0,93.0,No Different Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Mortality and Average Payment,Better Complications and Lower Payment
110006.0,St Mary'S Hospital,1230 BAXTER STREET,Athens,GA,30606,Clarke,(706) 389-3930,889,01/01/2018,12/31/2018,"1230 BAXTER STREET ATHENS, GA 30606 (33.945929, -83.404467)",92.0,92.0,85.0,78.0,88.0,82.0,86.0,86.0,90.0,91.0,Less Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Lower Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Lower Payment
110007.0,Phoebe Putney Memorial Hospital,417 THIRD AVENUE,Albany,GA,31703,Dougherty,(229) 312-4068,1426,01/01/2018,12/31/2018,"417 THIRD AVENUE ALBANY, GA 31703 (31.590229, -84.156267)",89.0,90.0,84.0,76.0,83.0,79.0,84.0,83.0,85.0,84.0,Greater Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Higher Payment,Average Mortality and Lower Payment,Average Mortality and Lower Payment,Average Complications and Average Payment
110008.0,Northside Hospital Cherokee,450 NORTHSIDE CHEROKEE BOULEVARD,Canton,GA,30115,Cherokee,(770) 244-1000,1646,01/01/2018,12/31/2018,"450 NORTHSIDE CHEROKEE BOULEVARD CANTON, GA 30115 (34.227523, -84.460562)",94.0,92.0,88.0,80.0,90.0,84.0,91.0,86.0,93.0,94.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Average Payment,Worse Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Lower Payment
110010.0,Emory University Hospital,"1364 CLIFTON ROAD, NE",Atlanta,GA,30322,De Kalb,(404) 686-8500,450,01/01/2018,12/31/2018,"1364 CLIFTON ROAD, NE ATLANTA, GA 30322 (33.791881, -84.320977)",92.0,94.0,87.0,80.0,88.0,85.0,90.0,88.0,92.0,94.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Lower Payment
110011.0,Tanner Medical Center - Carrollton,705 DIXIE STREET,Carrollton,GA,30117,Carroll,(770) 836-9580,1071,01/01/2018,12/31/2018,"705 DIXIE STREET CARROLLTON, GA 30117 (33.570555, -85.072464)",92.0,92.0,86.0,79.0,86.0,82.0,90.0,85.0,90.0,89.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Worse Mortality and Average Payment,Average Complications and Average Payment
110015.0,Tanner Medical Center Villa Rica,601 DALLAS HIGHWAY,Villa Rica,GA,30180,Carroll,(770) 456-3101,356,01/01/2018,12/31/2018,"601 DALLAS HIGHWAY VILLA RICA, GA 30180 (33.742992, -84.919477)",93.0,92.0,90.0,80.0,85.0,83.0,91.0,86.0,91.0,92.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Not Available
